	G_intestinali_aa	G_muris_aa	G_salmonicida_aa
OG0004516		TNJ27064.1	
OG0004517		TNJ27068.1	
OG0004518		TNJ27070.1	
OG0004519		TNJ27073.1	
OG0004520		TNJ27074.1	
OG0004521		TNJ27082.1	
OG0004522		TNJ27083.1	
OG0004523		TNJ27088.1	
OG0004524		TNJ27120.1	
OG0004525		TNJ27126.1	
OG0004526		TNJ27146.1	
OG0004527		TNJ27153.1	
OG0004528		TNJ27154.1	
OG0004529		TNJ27159.1	
OG0004530		TNJ27160.1	
OG0004531		TNJ27179.1	
OG0004532		TNJ27185.1	
OG0004533		TNJ27188.1	
OG0004534		TNJ27191.1	
OG0004535		TNJ27194.1	
OG0004536		TNJ27198.1	
OG0004537		TNJ27199.1	
OG0004538		TNJ27209.1	
OG0004539		TNJ27211.1	
OG0004540		TNJ27215.1	
OG0004541		TNJ27217.1	
OG0004542		TNJ27218.1	
OG0004543		TNJ27224.1	
OG0004544		TNJ27237.1	
OG0004545		TNJ27254.1	
OG0004546		TNJ27255.1	
OG0004547		TNJ27260.1	
OG0004548		TNJ27290.1	
OG0004549		TNJ27291.1	
OG0004550		TNJ27305.1	
OG0004551		TNJ27321.1	
OG0004552		TNJ27326.1	
OG0004553		TNJ27347.1	
OG0004554		TNJ27348.1	
OG0004555		TNJ27364.1	
OG0004556		TNJ27378.1	
OG0004557		TNJ27379.1	
OG0004558		TNJ27380.1	
OG0004559		TNJ27381.1	
OG0004560		TNJ27385.1	
OG0004561		TNJ27403.1	
OG0004562		TNJ27405.1	
OG0004563		TNJ27441.1	
OG0004564		TNJ27485.1	
OG0004565		TNJ27503.1	
OG0004566		TNJ27511.1	
OG0004567		TNJ27532.1	
OG0004568		TNJ27540.1	
OG0004569		TNJ27562.1	
OG0004570		TNJ27565.1	
OG0004571		TNJ27568.1	
OG0004572		TNJ27569.1	
OG0004573		TNJ27625.1	
OG0004574		TNJ27628.1	
OG0004575		TNJ27629.1	
OG0004576		TNJ27630.1	
OG0004577		TNJ27652.1	
OG0004578		TNJ27653.1	
OG0004579		TNJ27657.1	
OG0004580		TNJ27676.1	
OG0004581		TNJ27678.1	
OG0004582		TNJ27689.1	
OG0004583		TNJ27704.1	
OG0004584		TNJ27726.1	
OG0004585		TNJ27727.1	
OG0004586		TNJ27736.1	
OG0004587		TNJ27754.1	
OG0004588		TNJ27781.1	
OG0004589		TNJ27785.1	
OG0004590		TNJ27805.1	
OG0004591		TNJ27818.1	
OG0004592		TNJ27819.1	
OG0004593		TNJ27833.1	
OG0004594		TNJ27865.1	
OG0004595		TNJ27868.1	
OG0004596		TNJ27869.1	
OG0004597		TNJ27871.1	
OG0004598		TNJ27872.1	
OG0004599		TNJ27899.1	
OG0004600		TNJ27907.1	
OG0004601		TNJ27922.1	
OG0004602		TNJ27923.1	
OG0004603		TNJ27929.1	
OG0004604		TNJ27951.1	
OG0004605		TNJ27964.1	
OG0004606		TNJ27967.1	
OG0004607		TNJ27980.1	
OG0004608		TNJ27992.1	
OG0004609		TNJ28023.1	
OG0004610		TNJ28039.1	
OG0004611		TNJ28043.1	
OG0004612		TNJ28046.1	
OG0004613		TNJ28049.1	
OG0004614		TNJ28056.1	
OG0004615		TNJ28062.1	
OG0004616		TNJ28083.1	
OG0004617		TNJ28084.1	
OG0004618		TNJ28085.1	
OG0004619		TNJ28108.1	
OG0004620		TNJ28133.1	
OG0004621		TNJ28136.1	
OG0004622		TNJ28140.1	
OG0004623		TNJ28142.1	
OG0004624		TNJ28150.1	
OG0004625		TNJ28184.1	
OG0004626		TNJ28186.1	
OG0004627		TNJ28187.1	
OG0004628		TNJ28189.1	
OG0004629		TNJ28190.1	
OG0004630		TNJ28191.1	
OG0004631		TNJ28231.1	
OG0004632		TNJ28234.1	
OG0004633		TNJ28243.1	
OG0004634		TNJ28250.1	
OG0004635		TNJ28251.1	
OG0004636		TNJ28255.1	
OG0004637		TNJ28270.1	
OG0004638		TNJ28271.1	
OG0004639		TNJ28272.1	
OG0004640		TNJ28275.1	
OG0004641		TNJ28279.1	
OG0004642		TNJ28285.1	
OG0004643		TNJ28286.1	
OG0004644		TNJ28287.1	
OG0004645		TNJ28292.1	
OG0004646		TNJ28296.1	
OG0004647		TNJ28297.1	
OG0004648		TNJ28299.1	
OG0004649		TNJ28300.1	
OG0004650		TNJ28305.1	
OG0004651		TNJ28306.1	
OG0004652		TNJ28329.1	
OG0004653		TNJ28330.1	
OG0004654		TNJ28334.1	
OG0004655		TNJ28335.1	
OG0004656		TNJ28351.1	
OG0004657		TNJ28352.1	
OG0004658		TNJ28353.1	
OG0004659		TNJ28355.1	
OG0004660		TNJ28359.1	
OG0004661		TNJ28360.1	
OG0004662		TNJ28361.1	
OG0004663		TNJ28363.1	
OG0004664		TNJ28364.1	
OG0004665		TNJ28374.1	
OG0004666		TNJ28376.1	
OG0004667		TNJ28380.1	
OG0004668		TNJ28405.1	
OG0004669		TNJ28413.1	
OG0004670		TNJ28435.1	
OG0004671		TNJ28444.1	
OG0004672		TNJ28449.1	
OG0004673		TNJ28458.1	
OG0004674		TNJ28472.1	
OG0004675		TNJ28474.1	
OG0004676		TNJ28480.1	
OG0004677		TNJ28483.1	
OG0004678		TNJ28487.1	
OG0004679		TNJ28497.1	
OG0004680		TNJ28498.1	
OG0004681		TNJ28499.1	
OG0004682		TNJ28547.1	
OG0004683		TNJ28555.1	
OG0004684		TNJ28577.1	
OG0004685		TNJ28585.1	
OG0004686		TNJ28589.1	
OG0004687		TNJ28606.1	
OG0004688		TNJ28627.1	
OG0004689		TNJ28637.1	
OG0004690		TNJ28680.1	
OG0004691		TNJ28695.1	
OG0004692		TNJ28704.1	
OG0004693		TNJ28707.1	
OG0004694		TNJ28727.1	
OG0004695		TNJ28738.1	
OG0004696		TNJ28747.1	
OG0004697		TNJ28750.1	
OG0004698		TNJ28761.1	
OG0004699		TNJ28764.1	
OG0004700		TNJ28765.1	
OG0004701		TNJ28766.1	
OG0004702		TNJ28767.1	
OG0004703		TNJ28797.1	
OG0004704		TNJ28833.1	
OG0004705		TNJ28843.1	
OG0004706		TNJ28846.1	
OG0004707		TNJ28857.1	
OG0004708		TNJ28875.1	
OG0004709		TNJ28876.1	
OG0004710		TNJ28898.1	
OG0004711		TNJ28913.1	
OG0004712		TNJ28918.1	
OG0004713		TNJ28919.1	
OG0004714		TNJ28938.1	
OG0004715		TNJ28944.1	
OG0004716		TNJ28957.1	
OG0004717		TNJ28958.1	
OG0004718		TNJ28960.1	
OG0004719		TNJ28963.1	
OG0004720		TNJ28967.1	
OG0004721		TNJ28997.1	
OG0004722		TNJ29010.1	
OG0004723		TNJ29030.1	
OG0004724		TNJ29036.1	
OG0004725		TNJ29039.1	
OG0004726		TNJ29045.1	
OG0004727		TNJ29057.1	
OG0004728		TNJ29062.1	
OG0004729		TNJ29074.1	
OG0004730		TNJ29079.1	
OG0004731		TNJ29082.1	
OG0004732		TNJ29085.1	
OG0004733		TNJ29090.1	
OG0004734		TNJ29135.1	
OG0004735		TNJ29137.1	
OG0004736		TNJ29141.1	
OG0004737		TNJ29148.1	
OG0004738		TNJ29167.1	
OG0004739		TNJ29169.1	
OG0004740		TNJ29170.1	
OG0004741		TNJ29174.1	
OG0004742		TNJ29178.1	
OG0004743		TNJ29198.1	
OG0004744		TNJ29201.1	
OG0004745		TNJ29205.1	
OG0004746		TNJ29206.1	
OG0004747		TNJ29207.1	
OG0004748		TNJ29213.1	
OG0004749		TNJ29217.1	
OG0004750		TNJ29226.1	
OG0004751		TNJ29239.1	
OG0004752		TNJ29242.1	
OG0004753		TNJ29244.1	
OG0004754		TNJ29245.1	
OG0004755		TNJ29252.1	
OG0004756		TNJ29271.1	
OG0004757		TNJ29275.1	
OG0004758		TNJ29293.1	
OG0004759		TNJ29307.1	
OG0004760		TNJ29319.1	
OG0004761		TNJ29332.1	
OG0004762		TNJ29348.1	
OG0004763		TNJ29349.1	
OG0004764		TNJ29352.1	
OG0004765		TNJ29353.1	
OG0004766		TNJ29362.1	
OG0004767		TNJ29363.1	
OG0004768		TNJ29369.1	
OG0004769		TNJ29371.1	
OG0004770		TNJ29374.1	
OG0004771		TNJ29375.1	
OG0004772		TNJ29388.1	
OG0004773		TNJ29402.1	
OG0004774		TNJ29408.1	
OG0004775		TNJ29410.1	
OG0004776		TNJ29413.1	
OG0004777		TNJ29416.1	
OG0004778		TNJ29417.1	
OG0004779		TNJ29426.1	
OG0004780		TNJ29446.1	
OG0004781		TNJ29447.1	
OG0004782		TNJ29457.1	
OG0004783		TNJ29458.1	
OG0004784		TNJ29460.1	
OG0004785		TNJ29463.1	
OG0004786		TNJ29480.1	
OG0004787		TNJ29482.1	
OG0004788		TNJ29490.1	
OG0004789		TNJ29510.1	
OG0004790		TNJ29511.1	
OG0004791		TNJ29515.1	
OG0004792		TNJ29529.1	
OG0004793		TNJ29540.1	
OG0004794		TNJ29547.1	
OG0004795		TNJ29552.1	
OG0004796		TNJ29570.1	
OG0004797		TNJ29577.1	
OG0004798		TNJ29603.1	
OG0004799		TNJ29605.1	
OG0004800		TNJ29611.1	
OG0004801		TNJ29612.1	
OG0004802		TNJ29613.1	
OG0004803		TNJ29615.1	
OG0004804		TNJ29616.1	
OG0004805		TNJ29617.1	
OG0004806		TNJ29619.1	
OG0004807		TNJ29624.1	
OG0004808		TNJ29642.1	
OG0004809		TNJ29678.1	
OG0004810		TNJ29687.1	
OG0004811		TNJ29689.1	
OG0004812		TNJ29691.1	
OG0004813		TNJ29711.1	
OG0004814		TNJ29720.1	
OG0004815		TNJ29733.1	
OG0004816		TNJ29744.1	
OG0004817		TNJ29761.1	
OG0004818		TNJ29764.1	
OG0004819		TNJ29769.1	
OG0004820		TNJ29789.1	
OG0004821		TNJ29812.1	
OG0004822		TNJ29838.1	
OG0004823		TNJ29844.1	
OG0004824		TNJ29847.1	
OG0004825		TNJ29856.1	
OG0004826		TNJ29886.1	
OG0004827		TNJ29904.1	
OG0004828		TNJ29906.1	
OG0004829		TNJ29907.1	
OG0004830		TNJ29909.1	
OG0004831		TNJ29938.1	
OG0004832		TNJ29944.1	
OG0004833		TNJ29950.1	
OG0004834		TNJ29953.1	
OG0004835		TNJ29956.1	
OG0004836		TNJ29962.1	
OG0004837		TNJ29971.1	
OG0004838		TNJ30022.1	
OG0004839		TNJ30026.1	
OG0004840		TNJ30035.1	
OG0004841		TNJ30047.1	
OG0004842		TNJ30048.1	
OG0004843		TNJ30053.1	
OG0004844		TNJ30054.1	
OG0004845		TNJ30057.1	
OG0004846		TNJ30076.1	
OG0004847		TNJ30078.1	
OG0004848		TNJ30087.1	
OG0004849		TNJ30090.1	
OG0004850		TNJ30095.1	
OG0004851		TNJ30099.1	
OG0004852		TNJ30100.1	
OG0004853		TNJ30126.1	
OG0004854		TNJ30149.1	
OG0004855		TNJ30184.1	
OG0004856		TNJ30189.1	
OG0004857		TNJ30207.1	
OG0004858		TNJ30227.1	
OG0004859		TNJ30238.1	
OG0004860		TNJ30244.1	
OG0004861		TNJ30268.1	
OG0004862		TNJ30275.1	
OG0004863		TNJ30305.1	
OG0004864		TNJ30316.1	
OG0004865		TNJ30317.1	
OG0004866		TNJ30318.1	
OG0004867		TNJ30319.1	
OG0004868		TNJ30322.1	
OG0004869		TNJ30323.1	
OG0004870		TNJ30324.1	
OG0004871		TNJ30325.1	
OG0004872		TNJ30331.1	
OG0004873		TNJ30332.1	
OG0004874		TNJ30334.1	
OG0004875		TNJ30343.1	
OG0004876		TNJ30357.1	
OG0004877		TNJ30358.1	
OG0004878		TNJ30360.1	
OG0004879		TNJ30388.1	
OG0004880		TNJ30398.1	
OG0004881		TNJ30400.1	
OG0004882		TNJ30407.1	
OG0004883		TNJ30416.1	
OG0004884		TNJ30422.1	
OG0004885		TNJ30447.1	
OG0004886		TNJ30451.1	
OG0004887		TNJ30459.1	
OG0004888		TNJ30462.1	
OG0004889		TNJ30474.1	
OG0004890		TNJ30475.1	
OG0004891		TNJ30504.1	
OG0004892		TNJ30506.1	
OG0004893		TNJ30521.1	
OG0004894		TNJ30522.1	
OG0004895		TNJ30529.1	
OG0004896		TNJ30536.1	
OG0004897		TNJ30541.1	
OG0004898		TNJ30552.1	
OG0004899		TNJ30569.1	
OG0004900		TNJ30570.1	
OG0004901		TNJ30595.1	
OG0004902		TNJ30597.1	
OG0004903		TNJ30598.1	
OG0004904		TNJ30620.1	
OG0004905		TNJ30632.1	
OG0004906		TNJ30634.1	
OG0004907		TNJ30635.1	
OG0004908		TNJ30658.1	
OG0004909		TNJ30667.1	
OG0004910		TNJ30668.1	
OG0004911		TNJ30673.1	
OG0004912		TNJ30680.1	
OG0004913		TNJ30682.1	
OG0004914		TNJ30688.1	
OG0004915		TNJ30701.1	
OG0004916		TNJ30716.1	
OG0004917		TNJ30724.1	
OG0004918		TNJ30735.1	
OG0004919		TNJ30738.1	
OG0004920		TNJ30746.1	
OG0004921		TNJ30750.1	
OG0004922		TNJ30757.1	
OG0004923		TNJ30759.1	
OG0004924		TNJ30760.1	
OG0004925			KAH0569274.1
OG0004926			KAH0569275.1
OG0004927			KAH0569276.1
OG0004928			KAH0569277.1
OG0004929			KAH0569278.1
OG0004930			KAH0569279.1
OG0004931			KAH0569280.1
OG0004932			KAH0569281.1
OG0004933			KAH0569282.1
OG0004934			KAH0569285.1
OG0004935			KAH0569288.1
OG0004936			KAH0569292.1
OG0004937			KAH0569294.1
OG0004938			KAH0569295.1
OG0004939			KAH0569299.1
OG0004940			KAH0569305.1
OG0004941			KAH0569306.1
OG0004942			KAH0569307.1
OG0004943			KAH0569308.1
OG0004944			KAH0569310.1
OG0004945			KAH0569311.1
OG0004946			KAH0569312.1
OG0004947			KAH0569313.1
OG0004948			KAH0569314.1
OG0004949			KAH0569315.1
OG0004950			KAH0569316.1
OG0004951			KAH0569320.1
OG0004952			KAH0569321.1
OG0004953			KAH0569322.1
OG0004954			KAH0569324.1
OG0004955			KAH0569325.1
OG0004956			KAH0569327.1
OG0004957			KAH0569328.1
OG0004958			KAH0569329.1
OG0004959			KAH0569330.1
OG0004960			KAH0569331.1
OG0004961			KAH0569335.1
OG0004962			KAH0569336.1
OG0004963			KAH0569337.1
OG0004964			KAH0569338.1
OG0004965			KAH0569339.1
OG0004966			KAH0569340.1
OG0004967			KAH0569341.1
OG0004968			KAH0569342.1
OG0004969			KAH0569344.1
OG0004970			KAH0569347.1
OG0004971			KAH0569348.1
OG0004972			KAH0569350.1
OG0004973			KAH0569352.1
OG0004974			KAH0569353.1
OG0004975			KAH0569354.1
OG0004976			KAH0569355.1
OG0004977			KAH0569357.1
OG0004978			KAH0569358.1
OG0004979			KAH0569359.1
OG0004980			KAH0569360.1
OG0004981			KAH0569361.1
OG0004982			KAH0569362.1
OG0004983			KAH0569363.1
OG0004984			KAH0569364.1
OG0004985			KAH0569365.1
OG0004986			KAH0569366.1
OG0004987			KAH0569367.1
OG0004988			KAH0569368.1
OG0004989			KAH0569369.1
OG0004990			KAH0569370.1
OG0004991			KAH0569371.1
OG0004992			KAH0569372.1
OG0004993			KAH0569373.1
OG0004994			KAH0569374.1
OG0004995			KAH0569375.1
OG0004996			KAH0569376.1
OG0004997			KAH0569377.1
OG0004998			KAH0569378.1
OG0004999			KAH0569379.1
OG0005000			KAH0569380.1
OG0005001			KAH0569381.1
OG0005002			KAH0569383.1
OG0005003			KAH0569384.1
OG0005004			KAH0569385.1
OG0005005			KAH0569386.1
OG0005006			KAH0569387.1
OG0005007			KAH0569388.1
OG0005008			KAH0569389.1
OG0005009			KAH0569390.1
OG0005010			KAH0569391.1
OG0005011			KAH0569392.1
OG0005012			KAH0569393.1
OG0005013			KAH0569396.1
OG0005014			KAH0569397.1
OG0005015			KAH0569402.1
OG0005016			KAH0569403.1
OG0005017			KAH0569405.1
OG0005018			KAH0569406.1
OG0005019			KAH0569407.1
OG0005020			KAH0569408.1
OG0005021			KAH0569409.1
OG0005022			KAH0569410.1
OG0005023			KAH0569411.1
OG0005024			KAH0569415.1
OG0005025			KAH0569417.1
OG0005026			KAH0569418.1
OG0005027			KAH0569419.1
OG0005028			KAH0569420.1
OG0005029			KAH0569422.1
OG0005030			KAH0569423.1
OG0005031			KAH0569424.1
OG0005032			KAH0569425.1
OG0005033			KAH0569426.1
OG0005034			KAH0569428.1
OG0005035			KAH0569430.1
OG0005036			KAH0569431.1
OG0005037			KAH0569433.1
OG0005038			KAH0569434.1
OG0005039			KAH0569436.1
OG0005040			KAH0569437.1
OG0005041			KAH0569440.1
OG0005042			KAH0569443.1
OG0005043			KAH0569444.1
OG0005044			KAH0569445.1
OG0005045			KAH0569446.1
OG0005046			KAH0569447.1
OG0005047			KAH0569448.1
OG0005048			KAH0569449.1
OG0005049			KAH0569451.1
OG0005050			KAH0569452.1
OG0005051			KAH0569453.1
OG0005052			KAH0569454.1
OG0005053			KAH0569457.1
OG0005054			KAH0569460.1
OG0005055			KAH0569461.1
OG0005056			KAH0569462.1
OG0005057			KAH0569464.1
OG0005058			KAH0569466.1
OG0005059			KAH0569467.1
OG0005060			KAH0569470.1
OG0005061			KAH0569471.1
OG0005062			KAH0569474.1
OG0005063			KAH0569475.1
OG0005064			KAH0569476.1
OG0005065			KAH0569478.1
OG0005066			KAH0569479.1
OG0005067			KAH0569480.1
OG0005068			KAH0569482.1
OG0005069			KAH0569484.1
OG0005070			KAH0569486.1
OG0005071			KAH0569487.1
OG0005072			KAH0569488.1
OG0005073			KAH0569489.1
OG0005074			KAH0569491.1
OG0005075			KAH0569493.1
OG0005076			KAH0569522.1
OG0005077			KAH0569523.1
OG0005078			KAH0569526.1
OG0005079			KAH0569527.1
OG0005080			KAH0569528.1
OG0005081			KAH0569529.1
OG0005082			KAH0569530.1
OG0005083			KAH0569531.1
OG0005084			KAH0569532.1
OG0005085			KAH0569533.1
OG0005086			KAH0569534.1
OG0005087			KAH0569535.1
OG0005088			KAH0569536.1
OG0005089			KAH0569537.1
OG0005090			KAH0569538.1
OG0005091			KAH0569540.1
OG0005092			KAH0569541.1
OG0005093			KAH0569542.1
OG0005094			KAH0569543.1
OG0005095			KAH0569544.1
OG0005096			KAH0569546.1
OG0005097			KAH0569549.1
OG0005098			KAH0569551.1
OG0005099			KAH0569553.1
OG0005100			KAH0569554.1
OG0005101			KAH0569555.1
OG0005102			KAH0569556.1
OG0005103			KAH0569557.1
OG0005104			KAH0569558.1
OG0005105			KAH0569560.1
OG0005106			KAH0569561.1
OG0005107			KAH0569563.1
OG0005108			KAH0569564.1
OG0005109			KAH0569567.1
OG0005110			KAH0569568.1
OG0005111			KAH0569570.1
OG0005112			KAH0569572.1
OG0005113			KAH0569574.1
OG0005114			KAH0569575.1
OG0005115			KAH0569579.1
OG0005116			KAH0569580.1
OG0005117			KAH0569581.1
OG0005118			KAH0569582.1
OG0005119			KAH0569583.1
OG0005120			KAH0569585.1
OG0005121			KAH0569586.1
OG0005122			KAH0569587.1
OG0005123			KAH0569588.1
OG0005124			KAH0569589.1
OG0005125			KAH0569591.1
OG0005126			KAH0569592.1
OG0005127			KAH0569594.1
OG0005128			KAH0569595.1
OG0005129			KAH0569596.1
OG0005130			KAH0569598.1
OG0005131			KAH0569606.1
OG0005132			KAH0569607.1
OG0005133			KAH0569611.1
OG0005134			KAH0569613.1
OG0005135			KAH0569614.1
OG0005136			KAH0569615.1
OG0005137			KAH0569616.1
OG0005138			KAH0569617.1
OG0005139			KAH0569618.1
OG0005140			KAH0569620.1
OG0005141			KAH0569621.1
OG0005142			KAH0569624.1
OG0005143			KAH0569626.1
OG0005144			KAH0569628.1
OG0005145			KAH0569629.1
OG0005146			KAH0569632.1
OG0005147			KAH0569633.1
OG0005148			KAH0569634.1
OG0005149			KAH0569636.1
OG0005150			KAH0569638.1
OG0005151			KAH0569641.1
OG0005152			KAH0569642.1
OG0005153			KAH0569643.1
OG0005154			KAH0569647.1
OG0005155			KAH0569648.1
OG0005156			KAH0569650.1
OG0005157			KAH0569651.1
OG0005158			KAH0569652.1
OG0005159			KAH0569653.1
OG0005160			KAH0569654.1
OG0005161			KAH0569655.1
OG0005162			KAH0569658.1
OG0005163			KAH0569659.1
OG0005164			KAH0569661.1
OG0005165			KAH0569662.1
OG0005166			KAH0569665.1
OG0005167			KAH0569666.1
OG0005168			KAH0569667.1
OG0005169			KAH0569670.1
OG0005170			KAH0569671.1
OG0005171			KAH0569674.1
OG0005172			KAH0569675.1
OG0005173			KAH0569679.1
OG0005174			KAH0569680.1
OG0005175			KAH0569681.1
OG0005176			KAH0569682.1
OG0005177			KAH0569684.1
OG0005178			KAH0569685.1
OG0005179			KAH0569686.1
OG0005180			KAH0569689.1
OG0005181			KAH0569691.1
OG0005182			KAH0569693.1
OG0005183			KAH0569694.1
OG0005184			KAH0569708.1
OG0005185			KAH0569709.1
OG0005186			KAH0569710.1
OG0005187			KAH0569716.1
OG0005188			KAH0569718.1
OG0005189			KAH0569719.1
OG0005190			KAH0569723.1
OG0005191			KAH0569724.1
OG0005192			KAH0569727.1
OG0005193			KAH0569728.1
OG0005194			KAH0569732.1
OG0005195			KAH0569734.1
OG0005196			KAH0569735.1
OG0005197			KAH0569736.1
OG0005198			KAH0569738.1
OG0005199			KAH0569739.1
OG0005200			KAH0569740.1
OG0005201			KAH0569742.1
OG0005202			KAH0569744.1
OG0005203			KAH0569745.1
OG0005204			KAH0569746.1
OG0005205			KAH0569748.1
OG0005206			KAH0569749.1
OG0005207			KAH0569750.1
OG0005208			KAH0569751.1
OG0005209			KAH0569752.1
OG0005210			KAH0569753.1
OG0005211			KAH0569754.1
OG0005212			KAH0569755.1
OG0005213			KAH0569757.1
OG0005214			KAH0569758.1
OG0005215			KAH0569759.1
OG0005216			KAH0569760.1
OG0005217			KAH0569761.1
OG0005218			KAH0569762.1
OG0005219			KAH0569766.1
OG0005220			KAH0569767.1
OG0005221			KAH0569768.1
OG0005222			KAH0569769.1
OG0005223			KAH0569772.1
OG0005224			KAH0569773.1
OG0005225			KAH0569774.1
OG0005226			KAH0569776.1
OG0005227			KAH0569777.1
OG0005228			KAH0569778.1
OG0005229			KAH0569780.1
OG0005230			KAH0569781.1
OG0005231			KAH0569783.1
OG0005232			KAH0569784.1
OG0005233			KAH0569785.1
OG0005234			KAH0569786.1
OG0005235			KAH0569787.1
OG0005236			KAH0569788.1
OG0005237			KAH0569791.1
OG0005238			KAH0569793.1
OG0005239			KAH0569794.1
OG0005240			KAH0569795.1
OG0005241			KAH0569796.1
OG0005242			KAH0569799.1
OG0005243			KAH0569800.1
OG0005244			KAH0569801.1
OG0005245			KAH0569802.1
OG0005246			KAH0569803.1
OG0005247			KAH0569805.1
OG0005248			KAH0569806.1
OG0005249			KAH0569808.1
OG0005250			KAH0569810.1
OG0005251			KAH0569811.1
OG0005252			KAH0569812.1
OG0005253			KAH0569813.1
OG0005254			KAH0569814.1
OG0005255			KAH0569818.1
OG0005256			KAH0569819.1
OG0005257			KAH0569820.1
OG0005258			KAH0569821.1
OG0005259			KAH0569822.1
OG0005260			KAH0569823.1
OG0005261			KAH0569824.1
OG0005262			KAH0569825.1
OG0005263			KAH0569826.1
OG0005264			KAH0569827.1
OG0005265			KAH0569828.1
OG0005266			KAH0569829.1
OG0005267			KAH0569831.1
OG0005268			KAH0569833.1
OG0005269			KAH0569834.1
OG0005270			KAH0569835.1
OG0005271			KAH0569837.1
OG0005272			KAH0569838.1
OG0005273			KAH0569839.1
OG0005274			KAH0569840.1
OG0005275			KAH0569842.1
OG0005276			KAH0569846.1
OG0005277			KAH0569847.1
OG0005278			KAH0569850.1
OG0005279			KAH0569851.1
OG0005280			KAH0569854.1
OG0005281			KAH0569855.1
OG0005282			KAH0569856.1
OG0005283			KAH0569857.1
OG0005284			KAH0569858.1
OG0005285			KAH0569860.1
OG0005286			KAH0569861.1
OG0005287			KAH0569865.1
OG0005288			KAH0569866.1
OG0005289			KAH0569868.1
OG0005290			KAH0569870.1
OG0005291			KAH0569872.1
OG0005292			KAH0569873.1
OG0005293			KAH0569875.1
OG0005294			KAH0569876.1
OG0005295			KAH0569877.1
OG0005296			KAH0569878.1
OG0005297			KAH0569880.1
OG0005298			KAH0569882.1
OG0005299			KAH0569884.1
OG0005300			KAH0569886.1
OG0005301			KAH0569887.1
OG0005302			KAH0569891.1
OG0005303			KAH0569893.1
OG0005304			KAH0569894.1
OG0005305			KAH0569895.1
OG0005306			KAH0569896.1
OG0005307			KAH0569897.1
OG0005308			KAH0569898.1
OG0005309			KAH0569900.1
OG0005310			KAH0569902.1
OG0005311			KAH0569903.1
OG0005312			KAH0569905.1
OG0005313			KAH0569906.1
OG0005314			KAH0569907.1
OG0005315			KAH0569908.1
OG0005316			KAH0569910.1
OG0005317			KAH0569912.1
OG0005318			KAH0569914.1
OG0005319			KAH0569916.1
OG0005320			KAH0569918.1
OG0005321			KAH0569920.1
OG0005322			KAH0569921.1
OG0005323			KAH0569922.1
OG0005324			KAH0569923.1
OG0005325			KAH0569924.1
OG0005326			KAH0569926.1
OG0005327			KAH0569928.1
OG0005328			KAH0569929.1
OG0005329			KAH0569930.1
OG0005330			KAH0569931.1
OG0005331			KAH0569933.1
OG0005332			KAH0569935.1
OG0005333			KAH0569936.1
OG0005334			KAH0569937.1
OG0005335			KAH0569938.1
OG0005336			KAH0569939.1
OG0005337			KAH0569941.1
OG0005338			KAH0569942.1
OG0005339			KAH0569945.1
OG0005340			KAH0569946.1
OG0005341			KAH0569947.1
OG0005342			KAH0569948.1
OG0005343			KAH0569950.1
OG0005344			KAH0569951.1
OG0005345			KAH0569952.1
OG0005346			KAH0569953.1
OG0005347			KAH0569954.1
OG0005348			KAH0569955.1
OG0005349			KAH0569956.1
OG0005350			KAH0569958.1
OG0005351			KAH0569960.1
OG0005352			KAH0569961.1
OG0005353			KAH0569962.1
OG0005354			KAH0569963.1
OG0005355			KAH0569964.1
OG0005356			KAH0569965.1
OG0005357			KAH0569966.1
OG0005358			KAH0569968.1
OG0005359			KAH0569970.1
OG0005360			KAH0569972.1
OG0005361			KAH0569974.1
OG0005362			KAH0569975.1
OG0005363			KAH0569976.1
OG0005364			KAH0569979.1
OG0005365			KAH0569980.1
OG0005366			KAH0569982.1
OG0005367			KAH0569983.1
OG0005368			KAH0569984.1
OG0005369			KAH0569985.1
OG0005370			KAH0569987.1
OG0005371			KAH0569988.1
OG0005372			KAH0569989.1
OG0005373			KAH0569990.1
OG0005374			KAH0569992.1
OG0005375			KAH0569993.1
OG0005376			KAH0569994.1
OG0005377			KAH0569995.1
OG0005378			KAH0569996.1
OG0005379			KAH0569999.1
OG0005380			KAH0570000.1
OG0005381			KAH0570002.1
OG0005382			KAH0570003.1
OG0005383			KAH0570004.1
OG0005384			KAH0570007.1
OG0005385			KAH0570008.1
OG0005386			KAH0570011.1
OG0005387			KAH0570012.1
OG0005388			KAH0570013.1
OG0005389			KAH0570014.1
OG0005390			KAH0570015.1
OG0005391			KAH0570016.1
OG0005392			KAH0570017.1
OG0005393			KAH0570018.1
OG0005394			KAH0570019.1
OG0005395			KAH0570020.1
OG0005396			KAH0570023.1
OG0005397			KAH0570024.1
OG0005398			KAH0570025.1
OG0005399			KAH0570026.1
OG0005400			KAH0570029.1
OG0005401			KAH0570030.1
OG0005402			KAH0570032.1
OG0005403			KAH0570033.1
OG0005404			KAH0570034.1
OG0005405			KAH0570035.1
OG0005406			KAH0570036.1
OG0005407			KAH0570038.1
OG0005408			KAH0570039.1
OG0005409			KAH0570040.1
OG0005410			KAH0570041.1
OG0005411			KAH0570044.1
OG0005412			KAH0570045.1
OG0005413			KAH0570046.1
OG0005414			KAH0570047.1
OG0005415			KAH0570049.1
OG0005416			KAH0570051.1
